Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
DanaOpenDenomSuites,,,,2023-06-14 14:53:24,2023-06-14 14:53:53,28.548s,PASSED
,,,,,,,
Test Cases/GetTokenCase,,,,2023-06-14 14:53:25,2023-06-14 14:53:33,8.304s,PASSED
currentTime = ZonedDateTime.now(ZoneOffset.ofHours(7)),,,,2023-06-14 14:53:26,2023-06-14 14:53:26,0.063s,PASSED
"formatter = DateTimeFormatter.ofPattern(""yyyy-MM-dd'T'HH:mm:ssxxx"")",,,,2023-06-14 14:53:26,2023-06-14 14:53:26,0.029s,PASSED
formattedTimestamp = currentTime.format(formatter),,,,2023-06-14 14:53:26,2023-06-14 14:53:26,0.007s,PASSED
"println(""Timestamp: "" + formattedTimestamp)",,,,2023-06-14 14:53:26,2023-06-14 14:53:26,0.017s,PASSED
TIMESTAMP = formattedTimestamp,,,,2023-06-14 14:53:26,2023-06-14 14:53:27,0.877s,PASSED
"signatureResponse = sendRequest(findTestObject(""Postman/auth/GET SIGNATURE""))",,,,2023-06-14 14:53:27,2023-06-14 14:53:32,4.953s,PASSED
"signature = getElementPropertyValue(signatureResponse, ""signature"")",,,,2023-06-14 14:53:32,2023-06-14 14:53:32,0.136s,PASSED
"println(""signature is :"" + signature)",,,,2023-06-14 14:53:32,2023-06-14 14:53:32,0.003s,PASSED
AUTH_SIGNATURE = signature,,,,2023-06-14 14:53:32,2023-06-14 14:53:32,0.002s,PASSED
"tokenResponse = sendRequest(findTestObject(""Postman/auth/GET TOKEN"", [""TIMESTAMP1"":TIMESTAMP, ""AUTH_SIGNATURE1"":AUTH_SIGNATURE]))",,,,2023-06-14 14:53:32,2023-06-14 14:53:33,0.761s,PASSED
"verifyResponseStatusCode(tokenResponse, 200)",,,,2023-06-14 14:53:33,2023-06-14 14:53:33,0.032s,PASSED
"token = getElementPropertyValue(tokenResponse, ""accessToken"")",,,,2023-06-14 14:53:33,2023-06-14 14:53:33,0.048s,PASSED
"println(""Token is : "" + token)",,,,2023-06-14 14:53:33,2023-06-14 14:53:33,0.002s,PASSED
TOKEN = token,,,,2023-06-14 14:53:33,2023-06-14 14:53:33,0.001s,PASSED
,,,,,,,
Test Cases/InquiryDanaCase(Saving),,,,2023-06-14 14:53:33,2023-06-14 14:53:39,5.668s,PASSED
currentTime = ZonedDateTime.now(ZoneOffset.ofHours(7)),,,,2023-06-14 14:53:34,2023-06-14 14:53:34,0.004s,PASSED
"formatter = DateTimeFormatter.ofPattern(""MMdd"")",,,,2023-06-14 14:53:34,2023-06-14 14:53:34,0.003s,PASSED
formattedLocalDate = currentTime.format(formatter),,,,2023-06-14 14:53:34,2023-06-14 14:53:34,0.002s,PASSED
"println(""Local Date: "" + formattedLocalDate)",,,,2023-06-14 14:53:34,2023-06-14 14:53:34,0.002s,PASSED
localDate = formattedLocalDate,,,,2023-06-14 14:53:34,2023-06-14 14:53:34,0.002s,PASSED
currentTime1 = ZonedDateTime.now(ZoneOffset.ofHours(7)),,,,2023-06-14 14:53:34,2023-06-14 14:53:34,0.002s,PASSED
"formatter1 = DateTimeFormatter.ofPattern(""HHmmss"")",,,,2023-06-14 14:53:34,2023-06-14 14:53:34,0.001s,PASSED
formattedLocalTime = currentTime1.format(formatter1),,,,2023-06-14 14:53:34,2023-06-14 14:53:34,0.001s,PASSED
"println(""Local Time: "" + formattedLocalTime)",,,,2023-06-14 14:53:34,2023-06-14 14:53:34,0.002s,PASSED
localTime = formattedLocalTime,,,,2023-06-14 14:53:34,2023-06-14 14:53:34,0.002s,PASSED
formattedTransDateTime = formattedLocalDate + formattedLocalTime,,,,2023-06-14 14:53:34,2023-06-14 14:53:34,0.007s,PASSED
