Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
DanaOpenDenomSuites,,,,2023-06-13 15:42:28,2023-06-13 15:42:56,27.777s,PASSED
,,,,,,,
Test Cases/GetTokenCase,,,,2023-06-13 15:42:29,2023-06-13 15:42:37,7.818s,PASSED
currentTime = ZonedDateTime.now(ZoneOffset.ofHours(7)),,,,2023-06-13 15:42:30,2023-06-13 15:42:30,0.068s,PASSED
"formatter = DateTimeFormatter.ofPattern(""yyyy-MM-dd'T'HH:mm:ssxxx"")",,,,2023-06-13 15:42:30,2023-06-13 15:42:30,0.026s,PASSED
formattedTimestamp = currentTime.format(formatter),,,,2023-06-13 15:42:30,2023-06-13 15:42:30,0.006s,PASSED
"println(""Timestamp: "" + formattedTimestamp)",,,,2023-06-13 15:42:30,2023-06-13 15:42:30,0.016s,PASSED
TIMESTAMP = formattedTimestamp,,,,2023-06-13 15:42:30,2023-06-13 15:42:31,0.873s,PASSED
"signatureResponse = sendRequest(findTestObject(""Postman/auth/GET SIGNATURE""))",,,,2023-06-13 15:42:31,2023-06-13 15:42:36,4.742s,PASSED
"signature = getElementPropertyValue(signatureResponse, ""signature"")",,,,2023-06-13 15:42:36,2023-06-13 15:42:36,0.181s,PASSED
"println(""signature is :"" + signature)",,,,2023-06-13 15:42:36,2023-06-13 15:42:36,0.001s,PASSED
AUTH_SIGNATURE = signature,,,,2023-06-13 15:42:36,2023-06-13 15:42:36,0.002s,PASSED
"tokenResponse = sendRequest(findTestObject(""Postman/auth/GET TOKEN"", [""TIMESTAMP1"":TIMESTAMP, ""AUTH_SIGNATURE1"":AUTH_SIGNATURE]))",,,,2023-06-13 15:42:36,2023-06-13 15:42:37,0.526s,PASSED
"verifyResponseStatusCode(tokenResponse, 200)",,,,2023-06-13 15:42:37,2023-06-13 15:42:37,0.040s,PASSED
"token = getElementPropertyValue(tokenResponse, ""accessToken"")",,,,2023-06-13 15:42:37,2023-06-13 15:42:37,0.058s,PASSED
"println(""Token is : "" + token)",,,,2023-06-13 15:42:37,2023-06-13 15:42:37,0.003s,PASSED
TOKEN = token,,,,2023-06-13 15:42:37,2023-06-13 15:42:37,0.001s,PASSED
,,,,,,,
Test Cases/InquiryDanaCase(Saving),,,,2023-06-13 15:42:37,2023-06-13 15:42:42,5.472s,PASSED
currentTime = ZonedDateTime.now(ZoneOffset.ofHours(7)),,,,2023-06-13 15:42:38,2023-06-13 15:42:38,0.004s,PASSED
"formatter = DateTimeFormatter.ofPattern(""MMdd"")",,,,2023-06-13 15:42:38,2023-06-13 15:42:38,0.003s,PASSED
formattedLocalDate = currentTime.format(formatter),,,,2023-06-13 15:42:38,2023-06-13 15:42:38,0.002s,PASSED
"println(""Local Date: "" + formattedLocalDate)",,,,2023-06-13 15:42:38,2023-06-13 15:42:38,0.002s,PASSED
localDate = formattedLocalDate,,,,2023-06-13 15:42:38,2023-06-13 15:42:38,0.002s,PASSED
currentTime1 = ZonedDateTime.now(ZoneOffset.ofHours(7)),,,,2023-06-13 15:42:38,2023-06-13 15:42:38,0.003s,PASSED
"formatter1 = DateTimeFormatter.ofPattern(""HHmmss"")",,,,2023-06-13 15:42:38,2023-06-13 15:42:38,0.001s,PASSED
formattedLocalTime = currentTime1.format(formatter1),,,,2023-06-13 15:42:38,2023-06-13 15:42:38,0.002s,PASSED
"println(""Local Time: "" + formattedLocalTime)",,,,2023-06-13 15:42:38,2023-06-13 15:42:38,0.002s,PASSED
localTime = formattedLocalTime,,,,2023-06-13 15:42:38,2023-06-13 15:42:38,0.001s,PASSED
formattedTransDateTime = formattedLocalDate + formattedLocalTime,,,,2023-06-13 15:42:38,2023-06-13 15:42:38,0.002s,PASSED
"println(""Trans Date Time: "" + formattedTransDateTime)",,,,2023-06-13 15:42:38,2023-06-13 15:42:38,0.002s,PASSED
