Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
DanaOpenDenomSuites,,,,2023-06-14 12:10:38,2023-06-14 12:11:08,29.849s,FAILED
,,,,,,,
Test Cases/GetTokenCase,,,,2023-06-14 12:10:39,2023-06-14 12:10:46,7.920s,PASSED
currentTime = ZonedDateTime.now(ZoneOffset.ofHours(7)),,,,2023-06-14 12:10:40,2023-06-14 12:10:40,0.062s,PASSED
"formatter = DateTimeFormatter.ofPattern(""yyyy-MM-dd'T'HH:mm:ssxxx"")",,,,2023-06-14 12:10:40,2023-06-14 12:10:40,0.029s,PASSED
formattedTimestamp = currentTime.format(formatter),,,,2023-06-14 12:10:40,2023-06-14 12:10:40,0.006s,PASSED
"println(""Timestamp: "" + formattedTimestamp)",,,,2023-06-14 12:10:40,2023-06-14 12:10:40,0.017s,PASSED
TIMESTAMP = formattedTimestamp,,,,2023-06-14 12:10:40,2023-06-14 12:10:41,0.874s,PASSED
"signatureResponse = sendRequest(findTestObject(""Postman/auth/GET SIGNATURE""))",,,,2023-06-14 12:10:41,2023-06-14 12:10:45,4.461s,PASSED
"signature = getElementPropertyValue(signatureResponse, ""signature"")",,,,2023-06-14 12:10:45,2023-06-14 12:10:45,0.145s,PASSED
"println(""signature is :"" + signature)",,,,2023-06-14 12:10:45,2023-06-14 12:10:45,0.001s,PASSED
AUTH_SIGNATURE = signature,,,,2023-06-14 12:10:45,2023-06-14 12:10:45,0.001s,PASSED
"tokenResponse = sendRequest(findTestObject(""Postman/auth/GET TOKEN"", [""TIMESTAMP1"":TIMESTAMP, ""AUTH_SIGNATURE1"":AUTH_SIGNATURE]))",,,,2023-06-14 12:10:45,2023-06-14 12:10:46,0.891s,PASSED
"verifyResponseStatusCode(tokenResponse, 200)",,,,2023-06-14 12:10:46,2023-06-14 12:10:46,0.031s,PASSED
"token = getElementPropertyValue(tokenResponse, ""accessToken"")",,,,2023-06-14 12:10:46,2023-06-14 12:10:46,0.056s,PASSED
"println(""Token is : "" + token)",,,,2023-06-14 12:10:46,2023-06-14 12:10:46,0.001s,PASSED
