Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
DanaOpenDenomSuites,,,,2023-06-13 15:40:19,2023-06-13 15:40:36,16.945s,FAILED
,,,,,,,
Test Cases/GetTokenCase,,,,2023-06-13 15:40:20,2023-06-13 15:40:27,7.540s,PASSED
currentTime = ZonedDateTime.now(ZoneOffset.ofHours(7)),,,,2023-06-13 15:40:21,2023-06-13 15:40:21,0.058s,PASSED
"formatter = DateTimeFormatter.ofPattern(""yyyy-MM-dd'T'HH:mm:ssxxx"")",,,,2023-06-13 15:40:21,2023-06-13 15:40:21,0.030s,PASSED
formattedTimestamp = currentTime.format(formatter),,,,2023-06-13 15:40:21,2023-06-13 15:40:21,0.006s,PASSED
"println(""Timestamp: "" + formattedTimestamp)",,,,2023-06-13 15:40:21,2023-06-13 15:40:21,0.014s,PASSED
TIMESTAMP = formattedTimestamp,,,,2023-06-13 15:40:21,2023-06-13 15:40:22,0.835s,PASSED
"signatureResponse = sendRequest(findTestObject(""Postman/auth/GET SIGNATURE""))",,,,2023-06-13 15:40:22,2023-06-13 15:40:26,4.339s,PASSED
"signature = getElementPropertyValue(signatureResponse, ""signature"")",,,,2023-06-13 15:40:26,2023-06-13 15:40:27,0.147s,PASSED
"println(""signature is :"" + signature)",,,,2023-06-13 15:40:27,2023-06-13 15:40:27,0.002s,PASSED
AUTH_SIGNATURE = signature,,,,2023-06-13 15:40:27,2023-06-13 15:40:27,0.002s,PASSED
"tokenResponse = sendRequest(findTestObject(""Postman/auth/GET TOKEN"", [""TIMESTAMP1"":TIMESTAMP, ""AUTH_SIGNATURE1"":AUTH_SIGNATURE]))",,,,2023-06-13 15:40:27,2023-06-13 15:40:27,0.671s,PASSED
"verifyResponseStatusCode(tokenResponse, 200)",,,,2023-06-13 15:40:27,2023-06-13 15:40:27,0.031s,PASSED
"token = getElementPropertyValue(tokenResponse, ""accessToken"")",,,,2023-06-13 15:40:27,2023-06-13 15:40:27,0.054s,PASSED
"println(""Token is : "" + token)",,,,2023-06-13 15:40:27,2023-06-13 15:40:27,0.001s,PASSED
TOKEN = token,,,,2023-06-13 15:40:27,2023-06-13 15:40:27,0.001s,PASSED
,,,,,,,
Test Cases/InquiryDanaCase(Saving),,,,2023-06-13 15:40:27,2023-06-13 15:40:31,3.400s,FAILED
currentTime = ZonedDateTime.now(ZoneOffset.ofHours(7)),,,,2023-06-13 15:40:29,2023-06-13 15:40:29,0.007s,PASSED
"formatter = DateTimeFormatter.ofPattern(""MMdd"")",,,,2023-06-13 15:40:29,2023-06-13 15:40:29,0.003s,PASSED
formattedLocalDate = currentTime.format(formatter),,,,2023-06-13 15:40:29,2023-06-13 15:40:29,0.001s,PASSED
"println(""Local Date: "" + formattedLocalDate)",,,,2023-06-13 15:40:29,2023-06-13 15:40:29,0.005s,PASSED
localDate = formattedLocalDate,,,,2023-06-13 15:40:29,2023-06-13 15:40:29,0.001s,PASSED
