Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
DanaOpenDenomSuites,,,,2023-06-14 14:34:29,2023-06-14 14:35:02,33.803s,FAILED
,,,,,,,
Test Cases/GetTokenCase,,,,2023-06-14 14:34:29,2023-06-14 14:34:39,9.547s,PASSED
currentTime = ZonedDateTime.now(ZoneOffset.ofHours(7)),,,,2023-06-14 14:34:31,2023-06-14 14:34:31,0.115s,PASSED
"formatter = DateTimeFormatter.ofPattern(""yyyy-MM-dd'T'HH:mm:ssxxx"")",,,,2023-06-14 14:34:31,2023-06-14 14:34:31,0.061s,PASSED
formattedTimestamp = currentTime.format(formatter),,,,2023-06-14 14:34:31,2023-06-14 14:34:31,0.025s,PASSED
"println(""Timestamp: "" + formattedTimestamp)",,,,2023-06-14 14:34:31,2023-06-14 14:34:31,0.022s,PASSED
TIMESTAMP = formattedTimestamp,,,,2023-06-14 14:34:31,2023-06-14 14:34:32,1.082s,PASSED
"signatureResponse = sendRequest(findTestObject(""Postman/auth/GET SIGNATURE""))",,,,2023-06-14 14:34:32,2023-06-14 14:34:38,5.706s,PASSED
"signature = getElementPropertyValue(signatureResponse, ""signature"")",,,,2023-06-14 14:34:38,2023-06-14 14:34:38,0.143s,PASSED
"println(""signature is :"" + signature)",,,,2023-06-14 14:34:38,2023-06-14 14:34:38,0.001s,PASSED
AUTH_SIGNATURE = signature,,,,2023-06-14 14:34:38,2023-06-14 14:34:38,0.002s,PASSED
"tokenResponse = sendRequest(findTestObject(""Postman/auth/GET TOKEN"", [""TIMESTAMP1"":TIMESTAMP, ""AUTH_SIGNATURE1"":AUTH_SIGNATURE]))",,,,2023-06-14 14:34:38,2023-06-14 14:34:39,0.695s,PASSED
"verifyResponseStatusCode(tokenResponse, 200)",,,,2023-06-14 14:34:39,2023-06-14 14:34:39,0.040s,PASSED
"token = getElementPropertyValue(tokenResponse, ""accessToken"")",,,,2023-06-14 14:34:39,2023-06-14 14:34:39,0.055s,PASSED
"println(""Token is : "" + token)",,,,2023-06-14 14:34:39,2023-06-14 14:34:39,0.002s,PASSED
TOKEN = token,,,,2023-06-14 14:34:39,2023-06-14 14:34:39,0.002s,PASSED
,,,,,,,
Test Cases/InquiryDanaCase(Saving),,,,2023-06-14 14:34:39,2023-06-14 14:34:45,5.779s,PASSED
currentTime = ZonedDateTime.now(ZoneOffset.ofHours(7)),,,,2023-06-14 14:34:40,2023-06-14 14:34:40,0.004s,PASSED
