Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
DanaOpenDenomSuites,,,,2023-06-13 16:01:34,2023-06-13 16:02:01,27.203s,PASSED
,,,,,,,
Test Cases/GetTokenCase,,,,2023-06-13 16:01:34,2023-06-13 16:01:42,7.719s,PASSED
currentTime = ZonedDateTime.now(ZoneOffset.ofHours(7)),,,,2023-06-13 16:01:36,2023-06-13 16:01:36,0.068s,PASSED
"formatter = DateTimeFormatter.ofPattern(""yyyy-MM-dd'T'HH:mm:ssxxx"")",,,,2023-06-13 16:01:36,2023-06-13 16:01:36,0.030s,PASSED
formattedTimestamp = currentTime.format(formatter),,,,2023-06-13 16:01:36,2023-06-13 16:01:36,0.005s,PASSED
"println(""Timestamp: "" + formattedTimestamp)",,,,2023-06-13 16:01:36,2023-06-13 16:01:36,0.009s,PASSED
TIMESTAMP = formattedTimestamp,,,,2023-06-13 16:01:36,2023-06-13 16:01:37,0.994s,PASSED
"signatureResponse = sendRequest(findTestObject(""Postman/auth/GET SIGNATURE""))",,,,2023-06-13 16:01:37,2023-06-13 16:01:41,4.299s,PASSED
"signature = getElementPropertyValue(signatureResponse, ""signature"")",,,,2023-06-13 16:01:41,2023-06-13 16:01:41,0.155s,PASSED
"println(""signature is :"" + signature)",,,,2023-06-13 16:01:41,2023-06-13 16:01:41,0.001s,PASSED
AUTH_SIGNATURE = signature,,,,2023-06-13 16:01:41,2023-06-13 16:01:41,0.027s,PASSED
"tokenResponse = sendRequest(findTestObject(""Postman/auth/GET TOKEN"", [""TIMESTAMP1"":TIMESTAMP, ""AUTH_SIGNATURE1"":AUTH_SIGNATURE]))",,,,2023-06-13 16:01:41,2023-06-13 16:01:42,0.662s,PASSED
"verifyResponseStatusCode(tokenResponse, 200)",,,,2023-06-13 16:01:42,2023-06-13 16:01:42,0.037s,PASSED
"token = getElementPropertyValue(tokenResponse, ""accessToken"")",,,,2023-06-13 16:01:42,2023-06-13 16:01:42,0.055s,PASSED
"println(""Token is : "" + token)",,,,2023-06-13 16:01:42,2023-06-13 16:01:42,0.002s,PASSED
TOKEN = token,,,,2023-06-13 16:01:42,2023-06-13 16:01:42,0.002s,PASSED
,,,,,,,
Test Cases/InquiryDanaCase(Saving),,,,2023-06-13 16:01:42,2023-06-13 16:01:48,5.482s,PASSED
currentTime = ZonedDateTime.now(ZoneOffset.ofHours(7)),,,,2023-06-13 16:01:43,2023-06-13 16:01:43,0.004s,PASSED
"formatter = DateTimeFormatter.ofPattern(""MMdd"")",,,,2023-06-13 16:01:43,2023-06-13 16:01:43,0.003s,PASSED
formattedLocalDate = currentTime.format(formatter),,,,2023-06-13 16:01:43,2023-06-13 16:01:43,0.002s,PASSED
"println(""Local Date: "" + formattedLocalDate)",,,,2023-06-13 16:01:43,2023-06-13 16:01:43,0.002s,PASSED
localDate = formattedLocalDate,,,,2023-06-13 16:01:43,2023-06-13 16:01:43,0.001s,PASSED
currentTime1 = ZonedDateTime.now(ZoneOffset.ofHours(7)),,,,2023-06-13 16:01:43,2023-06-13 16:01:43,0.002s,PASSED
"formatter1 = DateTimeFormatter.ofPattern(""HHmmss"")",,,,2023-06-13 16:01:43,2023-06-13 16:01:43,0.001s,PASSED
formattedLocalTime = currentTime1.format(formatter1),,,,2023-06-13 16:01:43,2023-06-13 16:01:43,0.002s,PASSED
"println(""Local Time: "" + formattedLocalTime)",,,,2023-06-13 16:01:43,2023-06-13 16:01:43,0.004s,PASSED
localTime = formattedLocalTime,,,,2023-06-13 16:01:43,2023-06-13 16:01:43,0.006s,PASSED
formattedTransDateTime = formattedLocalDate + formattedLocalTime,,,,2023-06-13 16:01:43,2023-06-13 16:01:43,0.003s,PASSED
"println(""Trans Date Time: "" + formattedTransDateTime)",,,,2023-06-13 16:01:43,2023-06-13 16:01:43,0.001s,PASSED
transDateTime = formattedTransDateTime,,,,2023-06-13 16:01:43,2023-06-13 16:01:43,0.001s,PASSED
currentTime2 = ZonedDateTime.now(ZoneOffset.ofHours(7)),,,,2023-06-13 16:01:43,2023-06-13 16:01:43,0.004s,PASSED
"formatter2 = DateTimeFormatter.ofPattern(""MMdd"")",,,,2023-06-13 16:01:43,2023-06-13 16:01:43,0.002s,PASSED
formattedSettlementDate = plusDays(1).format(formatter2),,,,2023-06-13 16:01:43,2023-06-13 16:01:44,0.008s,PASSED
"println(""SettlementDate: "" + formattedSettlementDate)",,,,2023-06-13 16:01:44,2023-06-13 16:01:44,0.001s,PASSED
settlementDate = formattedSettlementDate,,,,2023-06-13 16:01:44,2023-06-13 16:01:44,0.002s,PASSED
currentTime3 = ZonedDateTime.now(ZoneOffset.ofHours(7)),,,,2023-06-13 16:01:44,2023-06-13 16:01:44,0.003s,PASSED
"formatter3 = DateTimeFormatter.ofPattern(""yyMMddHHmmss"")",,,,2023-06-13 16:01:44,2023-06-13 16:01:44,0.005s,PASSED
formattedReferenceNumber = currentTime3.format(formatter3),,,,2023-06-13 16:01:44,2023-06-13 16:01:44,0.003s,PASSED
"println(""Reference Number: "" + formattedReferenceNumber)",,,,2023-06-13 16:01:44,2023-06-13 16:01:44,0.001s,PASSED
referenceNumber = formattedReferenceNumber,,,,2023-06-13 16:01:44,2023-06-13 16:01:44,0.001s,PASSED
"signatureResponse = sendRequest(findTestObject(""Postman/emoney/opendenom Success/Saving/GET SIGNATURE SERVICE -  emoney dana open denom inquiry""))",,,,2023-06-13 16:01:44,2023-06-13 16:01:44,0.831s,PASSED
"signature = getElementPropertyValue(signatureResponse, ""signature"")",,,,2023-06-13 16:01:44,2023-06-13 16:01:44,0.059s,PASSED
"println(""signature service is :"" + signature)",,,,2023-06-13 16:01:44,2023-06-13 16:01:44,0.002s,PASSED
SERVICE_SIGNATURE = signature,,,,2023-06-13 16:01:44,2023-06-13 16:01:44,0.003s,PASSED
"danaInquiryResponse = sendRequest(findTestObject(""Postman/emoney/opendenom Success/Saving/dana inquiry""))",,,,2023-06-13 16:01:44,2023-06-13 16:01:47,3.005s,PASSED
"RC = getElementPropertyValue(danaInquiryResponse, ""responseCode"")",,,,2023-06-13 16:01:47,2023-06-13 16:01:47,0.057s,PASSED
"println(""RC is : "" + RC)",,,,2023-06-13 16:01:47,2023-06-13 16:01:47,0.001s,PASSED
"transactionData = getElementPropertyValue(danaInquiryResponse, ""transactionData"")",,,,2023-06-13 16:01:47,2023-06-13 16:01:48,0.066s,PASSED
transactionData = transactionData,,,,2023-06-13 16:01:48,2023-06-13 16:01:48,0.001s,PASSED
"println(""transaction data is : "" + transactionData)",,,,2023-06-13 16:01:48,2023-06-13 16:01:48,0.002s,PASSED
"nationalPmtData = getElementPropertyValue(danaInquiryResponse, ""nationalPmtData"")",,,,2023-06-13 16:01:48,2023-06-13 16:01:48,0.053s,PASSED
