Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
DanaOpenDenomSuites,,,,2023-06-14 12:12:50,2023-06-14 12:13:22,31.492s,PASSED
,,,,,,,
Test Cases/GetTokenCase,,,,2023-06-14 12:12:51,2023-06-14 12:13:00,8.722s,PASSED
currentTime = ZonedDateTime.now(ZoneOffset.ofHours(7)),,,,2023-06-14 12:12:52,2023-06-14 12:12:52,0.079s,PASSED
"formatter = DateTimeFormatter.ofPattern(""yyyy-MM-dd'T'HH:mm:ssxxx"")",,,,2023-06-14 12:12:52,2023-06-14 12:12:52,0.040s,PASSED
formattedTimestamp = currentTime.format(formatter),,,,2023-06-14 12:12:52,2023-06-14 12:12:52,0.007s,PASSED
"println(""Timestamp: "" + formattedTimestamp)",,,,2023-06-14 12:12:52,2023-06-14 12:12:52,0.033s,PASSED
TIMESTAMP = formattedTimestamp,,,,2023-06-14 12:12:52,2023-06-14 12:12:54,1.097s,PASSED
"signatureResponse = sendRequest(findTestObject(""Postman/auth/GET SIGNATURE""))",,,,2023-06-14 12:12:54,2023-06-14 12:12:58,4.914s,PASSED
"signature = getElementPropertyValue(signatureResponse, ""signature"")",,,,2023-06-14 12:12:58,2023-06-14 12:12:59,0.157s,PASSED
"println(""signature is :"" + signature)",,,,2023-06-14 12:12:59,2023-06-14 12:12:59,0.002s,PASSED
AUTH_SIGNATURE = signature,,,,2023-06-14 12:12:59,2023-06-14 12:12:59,0.001s,PASSED
"tokenResponse = sendRequest(findTestObject(""Postman/auth/GET TOKEN"", [""TIMESTAMP1"":TIMESTAMP, ""AUTH_SIGNATURE1"":AUTH_SIGNATURE]))",,,,2023-06-14 12:12:59,2023-06-14 12:13:00,0.995s,PASSED
"verifyResponseStatusCode(tokenResponse, 200)",,,,2023-06-14 12:13:00,2023-06-14 12:13:00,0.036s,PASSED
"token = getElementPropertyValue(tokenResponse, ""accessToken"")",,,,2023-06-14 12:13:00,2023-06-14 12:13:00,0.052s,PASSED
"println(""Token is : "" + token)",,,,2023-06-14 12:13:00,2023-06-14 12:13:00,0.002s,PASSED
TOKEN = token,,,,2023-06-14 12:13:00,2023-06-14 12:13:00,0.001s,PASSED
,,,,,,,
Test Cases/InquiryDanaCase(Saving),,,,2023-06-14 12:13:00,2023-06-14 12:13:05,5.197s,PASSED
currentTime = ZonedDateTime.now(ZoneOffset.ofHours(7)),,,,2023-06-14 12:13:01,2023-06-14 12:13:01,0.005s,PASSED
"formatter = DateTimeFormatter.ofPattern(""MMdd"")",,,,2023-06-14 12:13:01,2023-06-14 12:13:01,0.003s,PASSED
formattedLocalDate = currentTime.format(formatter),,,,2023-06-14 12:13:01,2023-06-14 12:13:01,0.001s,PASSED
"println(""Local Date: "" + formattedLocalDate)",,,,2023-06-14 12:13:01,2023-06-14 12:13:01,0.002s,PASSED
localDate = formattedLocalDate,,,,2023-06-14 12:13:01,2023-06-14 12:13:01,0.002s,PASSED
currentTime1 = ZonedDateTime.now(ZoneOffset.ofHours(7)),,,,2023-06-14 12:13:01,2023-06-14 12:13:01,0.002s,PASSED
"formatter1 = DateTimeFormatter.ofPattern(""HHmmss"")",,,,2023-06-14 12:13:01,2023-06-14 12:13:01,0.001s,PASSED
formattedLocalTime = currentTime1.format(formatter1),,,,2023-06-14 12:13:01,2023-06-14 12:13:01,0.001s,PASSED
"println(""Local Time: "" + formattedLocalTime)",,,,2023-06-14 12:13:01,2023-06-14 12:13:01,0.001s,PASSED
localTime = formattedLocalTime,,,,2023-06-14 12:13:01,2023-06-14 12:13:01,0.001s,PASSED
formattedTransDateTime = formattedLocalDate + formattedLocalTime,,,,2023-06-14 12:13:01,2023-06-14 12:13:01,0.001s,PASSED
"println(""Trans Date Time: "" + formattedTransDateTime)",,,,2023-06-14 12:13:01,2023-06-14 12:13:01,0.001s,PASSED
transDateTime = formattedTransDateTime,,,,2023-06-14 12:13:01,2023-06-14 12:13:01,0.001s,PASSED
currentTime2 = ZonedDateTime.now(ZoneOffset.ofHours(7)),,,,2023-06-14 12:13:01,2023-06-14 12:13:01,0.001s,PASSED
"formatter2 = DateTimeFormatter.ofPattern(""MMdd"")",,,,2023-06-14 12:13:01,2023-06-14 12:13:01,0.001s,PASSED
formattedSettlementDate = plusDays(1).format(formatter2),,,,2023-06-14 12:13:01,2023-06-14 12:13:01,0.005s,PASSED
"println(""SettlementDate: "" + formattedSettlementDate)",,,,2023-06-14 12:13:01,2023-06-14 12:13:01,0.002s,PASSED
settlementDate = formattedSettlementDate,,,,2023-06-14 12:13:01,2023-06-14 12:13:01,0.003s,PASSED
currentTime3 = ZonedDateTime.now(ZoneOffset.ofHours(7)),,,,2023-06-14 12:13:01,2023-06-14 12:13:01,0.002s,PASSED
"formatter3 = DateTimeFormatter.ofPattern(""yyMMddHHmmss"")",,,,2023-06-14 12:13:01,2023-06-14 12:13:01,0.003s,PASSED
formattedReferenceNumber = currentTime3.format(formatter3),,,,2023-06-14 12:13:01,2023-06-14 12:13:01,0.005s,PASSED
"println(""Reference Number: "" + formattedReferenceNumber)",,,,2023-06-14 12:13:01,2023-06-14 12:13:01,0.001s,PASSED
referenceNumber = formattedReferenceNumber,,,,2023-06-14 12:13:01,2023-06-14 12:13:01,0.001s,PASSED
"signatureResponse = sendRequest(findTestObject(""Postman/emoney/opendenom Success/Saving/GET SIGNATURE SERVICE -  emoney dana open denom inquiry""))",,,,2023-06-14 12:13:01,2023-06-14 12:13:02,0.798s,PASSED
