Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
DanaOpenDenomSuites,,,,2023-06-14 10:06:43,2023-06-14 10:07:16,32.170s,PASSED
,,,,,,,
Test Cases/GetTokenCase,,,,2023-06-14 10:06:44,2023-06-14 10:06:55,10.036s,PASSED
currentTime = ZonedDateTime.now(ZoneOffset.ofHours(7)),,,,2023-06-14 10:06:47,2023-06-14 10:06:47,0.173s,PASSED
"formatter = DateTimeFormatter.ofPattern(""yyyy-MM-dd'T'HH:mm:ssxxx"")",,,,2023-06-14 10:06:47,2023-06-14 10:06:47,0.026s,PASSED
formattedTimestamp = currentTime.format(formatter),,,,2023-06-14 10:06:47,2023-06-14 10:06:47,0.031s,PASSED
"println(""Timestamp: "" + formattedTimestamp)",,,,2023-06-14 10:06:47,2023-06-14 10:06:47,0.008s,PASSED
TIMESTAMP = formattedTimestamp,,,,2023-06-14 10:06:47,2023-06-14 10:06:48,1.035s,PASSED
"signatureResponse = sendRequest(findTestObject(""Postman/auth/GET SIGNATURE""))",,,,2023-06-14 10:06:48,2023-06-14 10:06:53,5.085s,PASSED
"signature = getElementPropertyValue(signatureResponse, ""signature"")",,,,2023-06-14 10:06:53,2023-06-14 10:06:54,0.252s,PASSED
"println(""signature is :"" + signature)",,,,2023-06-14 10:06:54,2023-06-14 10:06:54,0.014s,PASSED
AUTH_SIGNATURE = signature,,,,2023-06-14 10:06:54,2023-06-14 10:06:54,0.001s,PASSED
"tokenResponse = sendRequest(findTestObject(""Postman/auth/GET TOKEN"", [""TIMESTAMP1"":TIMESTAMP, ""AUTH_SIGNATURE1"":AUTH_SIGNATURE]))",,,,2023-06-14 10:06:54,2023-06-14 10:06:54,0.683s,PASSED
"verifyResponseStatusCode(tokenResponse, 200)",,,,2023-06-14 10:06:54,2023-06-14 10:06:54,0.045s,PASSED
"token = getElementPropertyValue(tokenResponse, ""accessToken"")",,,,2023-06-14 10:06:54,2023-06-14 10:06:54,0.065s,PASSED
"println(""Token is : "" + token)",,,,2023-06-14 10:06:54,2023-06-14 10:06:54,0.003s,PASSED
TOKEN = token,,,,2023-06-14 10:06:55,2023-06-14 10:06:55,0.001s,PASSED
,,,,,,,
Test Cases/InquiryDanaCase(Saving),,,,2023-06-14 10:06:55,2023-06-14 10:07:01,6.009s,PASSED
currentTime = ZonedDateTime.now(ZoneOffset.ofHours(7)),,,,2023-06-14 10:06:56,2023-06-14 10:06:56,0.004s,PASSED
"formatter = DateTimeFormatter.ofPattern(""MMdd"")",,,,2023-06-14 10:06:56,2023-06-14 10:06:56,0.003s,PASSED
formattedLocalDate = currentTime.format(formatter),,,,2023-06-14 10:06:56,2023-06-14 10:06:56,0.003s,PASSED
"println(""Local Date: "" + formattedLocalDate)",,,,2023-06-14 10:06:56,2023-06-14 10:06:56,0.001s,PASSED
localDate = formattedLocalDate,,,,2023-06-14 10:06:56,2023-06-14 10:06:56,0.002s,PASSED
currentTime1 = ZonedDateTime.now(ZoneOffset.ofHours(7)),,,,2023-06-14 10:06:56,2023-06-14 10:06:56,0.003s,PASSED
"formatter1 = DateTimeFormatter.ofPattern(""HHmmss"")",,,,2023-06-14 10:06:56,2023-06-14 10:06:56,0.003s,PASSED
formattedLocalTime = currentTime1.format(formatter1),,,,2023-06-14 10:06:56,2023-06-14 10:06:56,0.003s,PASSED
"println(""Local Time: "" + formattedLocalTime)",,,,2023-06-14 10:06:56,2023-06-14 10:06:56,0.001s,PASSED
localTime = formattedLocalTime,,,,2023-06-14 10:06:56,2023-06-14 10:06:56,0.005s,PASSED
formattedTransDateTime = formattedLocalDate + formattedLocalTime,,,,2023-06-14 10:06:56,2023-06-14 10:06:56,0.001s,PASSED
"println(""Trans Date Time: "" + formattedTransDateTime)",,,,2023-06-14 10:06:56,2023-06-14 10:06:56,0.001s,PASSED
transDateTime = formattedTransDateTime,,,,2023-06-14 10:06:56,2023-06-14 10:06:56,0.006s,PASSED
currentTime2 = ZonedDateTime.now(ZoneOffset.ofHours(7)),,,,2023-06-14 10:06:56,2023-06-14 10:06:56,0.002s,PASSED
"formatter2 = DateTimeFormatter.ofPattern(""MMdd"")",,,,2023-06-14 10:06:56,2023-06-14 10:06:56,0.005s,PASSED
